session_id,round_idx,prefix_len,input_len,output_len,tool_wait_after_ms
claude:74456902-ebc9-4859-4c8f-9e70b72ce0c8,3,19253,7216,190,8
claude:74456902-ebc9-4859-4c8f-9e70b72ce0c8,4,26467,210,1944,0
claude:746e38bb-0a4c-a2de-ed4b-36814019fa4f,0,0,15665,4,17766
claude:746e38bb-0a4c-a2de-ed4b-36814019fa4f,1,15662,4599,458,2932
claude:746e38bb-0a4c-a2de-ed4b-36814019fa4f,2,20260,3723,4,1023
claude:746e38bb-0a4c-a2de-ed4b-36814019fa4f,3,23394,3175,257,3251
claude:746e38bb-0a4c-a2de-ed4b-36814019fa4f,4,26568,1236,1,0
claude:7485c2d1-6f7c-16a4-82d4-fa48d4662d9c,0,0,19627,225,4
claude:7485c2d1-6f7c-16a4-82d4-fa48d4662d9c,1,0,20828,294,73
claude:7485c2d1-6f7c-16a4-82d4-fa48d4662d9c,2,20576,931,298,4991
claude:7485c2d1-6f7c-16a4-82d4-fa48d4662d9c,3,21505,734,719,12387
claude:7485c2d1-6f7c-16a4-82d4-fa48d4662d9c,4,22237,2126,1990,0
claude:770abd2d-4e29-70f4-32df-521e2f2a52d7,0,13060,2785,190,0
claude:770abd2d-4e29-70f4-32df-521e2f2a52d7,1,15842,1259,107,13132
claude:770abd2d-4e29-70f4-32df-521e2f2a52d7,2,17100,389,55,0
claude:770abd2d-4e29-70f4-32df-521e2f2a52d7,3,17488,303,107,11
claude:770abd2d-4e29-70f4-32df-521e2f2a52d7,4,17790,450,465,0
claude:77cb07ba-6a77-5799-a142-7f4fce191b92,0,13060,2921,219,0
claude:77cb07ba-6a77-5799-a142-7f4fce191b92,1,15978,3238,271,0
claude:77cb07ba-6a77-5799-a142-7f4fce191b92,2,19215,632,152,993
claude:77cb07ba-6a77-5799-a142-7f4fce191b92,3,19846,378,159,8
claude:77cb07ba-6a77-5799-a142-7f4fce191b92,4,20223,2567,1,0
claude:7de28194-c188-01b8-e8d6-ad97e246ab72,0,17707,8470,124,120245
claude:7de28194-c188-01b8-e8d6-ad97e246ab72,1,19802,6611,150,70
claude:7de28194-c188-01b8-e8d6-ad97e246ab72,2,26411,167,105,15
claude:7de28194-c188-01b8-e8d6-ad97e246ab72,3,26576,157,212,65167
claude:7de28194-c188-01b8-e8d6-ad97e246ab72,4,26731,701,265,0
claude:7ef5a611-123d-52f5-3a91-03a6c15279d9,0,12978,2722,200,19062
claude:7ef5a611-123d-52f5-3a91-03a6c15279d9,1,15697,4423,269,6561
claude:7ef5a611-123d-52f5-3a91-03a6c15279d9,2,18569,2566,149,16428
claude:7ef5a611-123d-52f5-3a91-03a6c15279d9,3,21134,400,1,206699
claude:7ef5a611-123d-52f5-3a91-03a6c15279d9,4,21533,415,801,0
claude:80c7a830-3e72-8dce-a848-4b47f78f55d5,0,36734,3,215,0
claude:80c7a830-3e72-8dce-a848-4b47f78f55d5,1,36734,998,138,14
claude:80c7a830-3e72-8dce-a848-4b47f78f55d5,2,37731,172,232,0
claude:80c7a830-3e72-8dce-a848-4b47f78f55d5,3,37902,3469,257,9
claude:80c7a830-3e72-8dce-a848-4b47f78f55d5,4,41370,1695,2003,0
claude:8b5cba9e-2aa5-200e-5818-c90ce3a02ced,0,12978,2749,4,31437
claude:8b5cba9e-2aa5-200e-5818-c90ce3a02ced,1,15724,3720,210,12696
claude:8b5cba9e-2aa5-200e-5818-c90ce3a02ced,2,19205,1846,259,3340
claude:8b5cba9e-2aa5-200e-5818-c90ce3a02ced,3,21050,525,70,33641
claude:8b5cba9e-2aa5-200e-5818-c90ce3a02ced,4,21574,1370,879,0
claude:8de3ce09-4cc8-a1a8-ec13-31c167df4d3f,0,4635,3926,148,112
claude:8de3ce09-4cc8-a1a8-ec13-31c167df4d3f,1,8559,2687,2,0
claude:8de3ce09-4cc8-a1a8-ec13-31c167df4d3f,2,11244,16733,112,166
claude:8de3ce09-4cc8-a1a8-ec13-31c167df4d3f,3,27975,18416,5,195
claude:8de3ce09-4cc8-a1a8-ec13-31c167df4d3f,4,46389,577,4898,0
claude:8ded2b95-67fe-b76c-0ee0-31c5e2a05680,0,9241,5049,1,186
claude:8ded2b95-67fe-b76c-0ee0-31c5e2a05680,1,14287,10549,1,29
claude:8ded2b95-67fe-b76c-0ee0-31c5e2a05680,2,24831,378,1,28
claude:8ded2b95-67fe-b76c-0ee0-31c5e2a05680,3,25205,148,3,26
claude:8ded2b95-67fe-b76c-0ee0-31c5e2a05680,4,25350,140,1,0
claude:8fc1fa64-d91f-ccf5-84a1-9ed3372731a2,0,7957,11786,179,3
claude:8fc1fa64-d91f-ccf5-84a1-9ed3372731a2,1,8050,12848,284,5015
claude:8fc1fa64-d91f-ccf5-84a1-9ed3372731a2,2,20646,1045,1217,3832
claude:8fc1fa64-d91f-ccf5-84a1-9ed3372731a2,3,21689,2942,1612,6390
claude:8fc1fa64-d91f-ccf5-84a1-9ed3372731a2,4,24629,2187,2215,0
claude:904fd106-75c1-fa48-62d2-6e9cf01b9a1e,0,0,19555,3,3
claude:904fd106-75c1-fa48-62d2-6e9cf01b9a1e,1,0,20648,196,4793
claude:904fd106-75c1-fa48-62d2-6e9cf01b9a1e,2,20396,857,563,11058
claude:904fd106-75c1-fa48-62d2-6e9cf01b9a1e,3,21251,1932,393,3747
claude:904fd106-75c1-fa48-62d2-6e9cf01b9a1e,4,23181,758,3,0
claude:9071ff14-7eb8-fd04-54ea-4ec1970c0178,0,7957,11599,214,3
claude:9071ff14-7eb8-fd04-54ea-4ec1970c0178,1,8050,12696,37,2707
claude:9071ff14-7eb8-fd04-54ea-4ec1970c0178,2,20494,1899,334,3027
claude:9071ff14-7eb8-fd04-54ea-4ec1970c0178,3,22391,580,210,8294
claude:9071ff14-7eb8-fd04-54ea-4ec1970c0178,4,22969,696,1001,0
claude:920653fc-8f30-d985-d459-b77fa2eb0fae,0,0,14212,143,111
claude:920653fc-8f30-d985-d459-b77fa2eb0fae,1,14209,1227,112,74
claude:920653fc-8f30-d985-d459-b77fa2eb0fae,2,15430,740,136,46
claude:920653fc-8f30-d985-d459-b77fa2eb0fae,3,16164,1598,116,64
claude:920653fc-8f30-d985-d459-b77fa2eb0fae,4,17756,1039,126,0
claude:9274d7bc-ce8d-cf9f-db57-8c28e8c40703,0,8492,2874,329,0
claude:9274d7bc-ce8d-cf9f-db57-8c28e8c40703,1,11363,2014,348,0
claude:9274d7bc-ce8d-cf9f-db57-8c28e8c40703,2,13376,1030,231,109
claude:9274d7bc-ce8d-cf9f-db57-8c28e8c40703,3,14405,574,2957,2587
claude:9274d7bc-ce8d-cf9f-db57-8c28e8c40703,4,14978,4335,839,0
claude:92ba541b-cd7a-8823-7c23-b8ddf83762e9,0,0,51912,532,0
claude:92ba541b-cd7a-8823-7c23-b8ddf83762e9,1,51909,3899,332,0
claude:92ba541b-cd7a-8823-7c23-b8ddf83762e9,2,55801,8070,152,26
claude:92ba541b-cd7a-8823-7c23-b8ddf83762e9,3,63864,478,138,22
claude:92ba541b-cd7a-8823-7c23-b8ddf83762e9,4,63864,825,730,0
claude:93916548-6b3f-840d-0383-4526e04586ad,0,7957,11599,2,3
claude:93916548-6b3f-840d-0383-4526e04586ad,1,8050,12811,303,3581
claude:93916548-6b3f-840d-0383-4526e04586ad,2,20609,2161,446,2685
claude:93916548-6b3f-840d-0383-4526e04586ad,3,22768,688,221,5805
claude:93916548-6b3f-840d-0383-4526e04586ad,4,23454,750,1375,0
claude:940e2fd7-132f-7bbc-d1d7-9f96d3609475,0,9776,19005,1614,0
claude:940e2fd7-132f-7bbc-d1d7-9f96d3609475,1,28779,5695,3,0
claude:940e2fd7-132f-7bbc-d1d7-9f96d3609475,2,34472,4905,1869,0
claude:940e2fd7-132f-7bbc-d1d7-9f96d3609475,3,39375,7958,1311,0
claude:940e2fd7-132f-7bbc-d1d7-9f96d3609475,4,47331,4205,9126,0
claude:95ab73fa-3cb8-028d-c3cb-fae8e8913203,0,0,17678,278,6415
claude:95ab73fa-3cb8-028d-c3cb-fae8e8913203,1,16058,3914,464,70907
claude:95ab73fa-3cb8-028d-c3cb-fae8e8913203,2,19970,1319,280,1419
claude:95ab73fa-3cb8-028d-c3cb-fae8e8913203,3,21287,1053,232,4604
claude:95ab73fa-3cb8-028d-c3cb-fae8e8913203,4,22338,629,1307,0
claude:971ef4f5-53f8-62d6-b7e0-af1705fa8de1,0,0,23470,248,73
claude:971ef4f5-53f8-62d6-b7e0-af1705fa8de1,1,23464,2022,158,164
claude:971ef4f5-53f8-62d6-b7e0-af1705fa8de1,2,25485,190,1588,49
claude:971ef4f5-53f8-62d6-b7e0-af1705fa8de1,3,25674,1659,127,153
claude:971ef4f5-53f8-62d6-b7e0-af1705fa8de1,4,27332,176,97,0
claude:98249cae-b4bd-dab9-739a-a4f588894c27,0,15697,3,202,17854
claude:98249cae-b4bd-dab9-739a-a4f588894c27,1,12978,6547,465,35981
claude:98249cae-b4bd-dab9-739a-a4f588894c27,2,18410,2468,167,46662
claude:98249cae-b4bd-dab9-739a-a4f588894c27,3,20877,2470,168,8215
claude:98249cae-b4bd-dab9-739a-a4f588894c27,4,22227,1939,176,0
claude:9ac99451-5a44-36d2-083b-0fd1e0ac5581,0,12978,2773,203,24428
claude:9ac99451-5a44-36d2-083b-0fd1e0ac5581,1,15748,4308,292,59853
claude:9ac99451-5a44-36d2-083b-0fd1e0ac5581,2,17413,3629,153,278414
claude:9ac99451-5a44-36d2-083b-0fd1e0ac5581,3,20836,792,62,110459
claude:9ac99451-5a44-36d2-083b-0fd1e0ac5581,4,21627,1766,953,0
claude:9c158d8f-0ee0-eace-5634-6317f16e21da,0,0,17128,8,146
claude:9c158d8f-0ee0-eace-5634-6317f16e21da,1,17125,969,3,0
claude:9c158d8f-0ee0-eace-5634-6317f16e21da,2,18089,15810,1,26
claude:9c158d8f-0ee0-eace-5634-6317f16e21da,3,33893,1136,1,0
claude:9c158d8f-0ee0-eace-5634-6317f16e21da,4,35025,5367,1,0
claude:9e75779a-7a3c-93f7-b22b-0160208dc970,0,0,17986,276,72
claude:9e75779a-7a3c-93f7-b22b-0160208dc970,1,17983,664,186,86
claude:9e75779a-7a3c-93f7-b22b-0160208dc970,2,18576,330,302,178
claude:9e75779a-7a3c-93f7-b22b-0160208dc970,3,18905,1059,1756,209
claude:9e75779a-7a3c-93f7-b22b-0160208dc970,4,19963,2288,1,0
claude:9faa475f-e4dc-8bac-89c7-710d6da83aab,0,9930,7338,220,0
claude:9faa475f-e4dc-8bac-89c7-710d6da83aab,1,17265,13314,317,0
claude:9faa475f-e4dc-8bac-89c7-710d6da83aab,2,22066,10928,115,29
claude:9faa475f-e4dc-8bac-89c7-710d6da83aab,3,32987,2906,127,30
claude:9faa475f-e4dc-8bac-89c7-710d6da83aab,4,35888,2101,4041,0
claude:9fab5083-21ee-b717-d182-a67e622a9b0a,0,0,9779,117,228
claude:9fab5083-21ee-b717-d182-a67e622a9b0a,1,9776,836,114,538
claude:9fab5083-21ee-b717-d182-a67e622a9b0a,2,10607,184,100,266
claude:9fab5083-21ee-b717-d182-a67e622a9b0a,3,10787,169,93,81
claude:9fab5083-21ee-b717-d182-a67e622a9b0a,4,10953,3839,70,0
claude:a1c7b0f5-3732-671e-2aab-60c68f300865,0,14047,4430,103,334
claude:a1c7b0f5-3732-671e-2aab-60c68f300865,1,16872,18855,350,0
claude:a1c7b0f5-3732-671e-2aab-60c68f300865,2,34709,5416,207,22
claude:a1c7b0f5-3732-671e-2aab-60c68f300865,3,40123,2202,472,45
claude:a1c7b0f5-3732-671e-2aab-60c68f300865,4,42323,982,1837,0
claude:a33d7691-21d5-25c1-25ff-3bcbb8ee53d7,0,14039,3700,318,3811
claude:a33d7691-21d5-25c1-25ff-3bcbb8ee53d7,1,16119,3973,261,6950
claude:a33d7691-21d5-25c1-25ff-3bcbb8ee53d7,2,20090,698,271,11858
claude:a33d7691-21d5-25c1-25ff-3bcbb8ee53d7,3,20786,385,184,1390
claude:a33d7691-21d5-25c1-25ff-3bcbb8ee53d7,4,21169,2618,1,0
claude:a4ca10ab-8c6a-13dd-c28a-28d0a895ca34,0,7957,11657,128,4
claude:a4ca10ab-8c6a-13dd-c28a-28d0a895ca34,1,8050,12668,50,4124
claude:a4ca10ab-8c6a-13dd-c28a-28d0a895ca34,2,20466,721,3,7854
claude:a4ca10ab-8c6a-13dd-c28a-28d0a895ca34,3,21185,2040,425,3744
claude:a4ca10ab-8c6a-13dd-c28a-28d0a895ca34,4,23223,813,2185,0
claude:a690ccb0-33e8-89c3-d8f7-9aa1fc21d55f,0,0,11969,1,267
claude:a690ccb0-33e8-89c3-d8f7-9aa1fc21d55f,1,11966,18041,1,96
claude:a690ccb0-33e8-89c3-d8f7-9aa1fc21d55f,2,30006,11218,6,564
claude:a690ccb0-33e8-89c3-d8f7-9aa1fc21d55f,3,41223,595,5,463
claude:a690ccb0-33e8-89c3-d8f7-9aa1fc21d55f,4,41817,931,1,0
claude:a697e16f-42e4-543c-1afe-552ec9b3b971,0,0,6970,344,0
claude:a697e16f-42e4-543c-1afe-552ec9b3b971,1,6965,11427,172,351
claude:a697e16f-42e4-543c-1afe-552ec9b3b971,2,18391,10732,172,246
claude:a697e16f-42e4-543c-1afe-552ec9b3b971,3,29122,8377,173,280
claude:a697e16f-42e4-543c-1afe-552ec9b3b971,4,37498,7311,1112,0
claude:a82d04f5-e158-08b2-07a1-72762f760186,0,0,17269,278,53
claude:a82d04f5-e158-08b2-07a1-72762f760186,1,17266,25488,249,183
claude:a82d04f5-e158-08b2-07a1-72762f760186,2,33047,10931,388,40
claude:a82d04f5-e158-08b2-07a1-72762f760186,3,43971,11708,124,42
claude:a82d04f5-e158-08b2-07a1-72762f760186,4,43971,16216,3214,0
claude:a90c2c2d-78e0-9dd9-b358-db5f76aa316f,0,0,28865,988,1649
claude:a90c2c2d-78e0-9dd9-b358-db5f76aa316f,1,26520,3442,498,4725
claude:a90c2c2d-78e0-9dd9-b358-db5f76aa316f,2,29960,1346,2390,135866
claude:a90c2c2d-78e0-9dd9-b358-db5f76aa316f,3,31304,2449,3092,97765
claude:a90c2c2d-78e0-9dd9-b358-db5f76aa316f,4,33751,4083,2448,0
claude:ac95348f-28fc-4af8-5708-28c1be8cb6b7,0,0,46014,200,70
claude:ac95348f-28fc-4af8-5708-28c1be8cb6b7,1,46012,218,112,9397
claude:ac95348f-28fc-4af8-5708-28c1be8cb6b7,2,46228,130,556,66
claude:ac95348f-28fc-4af8-5708-28c1be8cb6b7,3,46356,624,308,53
claude:ac95348f-28fc-4af8-5708-28c1be8cb6b7,4,46978,341,247,0
claude:adffd18c-9154-fc23-2c72-94f34db95758,0,0,12536,169,76
claude:adffd18c-9154-fc23-2c72-94f34db95758,1,10444,3045,119,338
claude:adffd18c-9154-fc23-2c72-94f34db95758,2,12736,7145,124,274
claude:adffd18c-9154-fc23-2c72-94f34db95758,3,19879,6399,1,302
claude:adffd18c-9154-fc23-2c72-94f34db95758,4,26276,5166,2,0
claude:ae1a20c1-8f86-c72c-516e-5bb773f5d9f1,0,7957,11724,265,3
claude:ae1a20c1-8f86-c72c-516e-5bb773f5d9f1,1,8050,12872,231,3647
claude:ae1a20c1-8f86-c72c-516e-5bb773f5d9f1,2,20670,864,860,4240
claude:ae1a20c1-8f86-c72c-516e-5bb773f5d9f1,3,21532,1233,323,7633
claude:ae1a20c1-8f86-c72c-516e-5bb773f5d9f1,4,22763,1548,2,0
claude:b202e118-4e27-37ed-3dc3-8412fa03863d,0,9223,4578,3,0
claude:b202e118-4e27-37ed-3dc3-8412fa03863d,1,13798,740,1,0
claude:b202e118-4e27-37ed-3dc3-8412fa03863d,2,14531,18309,1,0
claude:b202e118-4e27-37ed-3dc3-8412fa03863d,3,32833,3681,1,10
claude:b202e118-4e27-37ed-3dc3-8412fa03863d,4,36507,3779,5,0
claude:b9dc5d59-8d45-aaac-7fbe-cc8a7fcb1b4b,0,12262,3036,373,300000
claude:b9dc5d59-8d45-aaac-7fbe-cc8a7fcb1b4b,1,12262,50086,159,118
claude:b9dc5d59-8d45-aaac-7fbe-cc8a7fcb1b4b,2,31421,31104,353,237372
claude:b9dc5d59-8d45-aaac-7fbe-cc8a7fcb1b4b,3,62520,9416,186,110
claude:b9dc5d59-8d45-aaac-7fbe-cc8a7fcb1b4b,4,66342,9103,4222,0
claude:ba4cbd17-c099-99d0-2edc-2a15ac0b4a74,0,7957,11599,2,3
claude:ba4cbd17-c099-99d0-2edc-2a15ac0b4a74,1,8050,12688,286,6079
claude:ba4cbd17-c099-99d0-2edc-2a15ac0b4a74,2,20486,2278,4,3981
claude:ba4cbd17-c099-99d0-2edc-2a15ac0b4a74,3,22762,753,216,5984
claude:ba4cbd17-c099-99d0-2edc-2a15ac0b4a74,4,23513,730,3,0
claude:bb60eee8-6bf3-21ee-a584-d6cde9754a30,0,0,19462,463,0
claude:bb60eee8-6bf3-21ee-a584-d6cde9754a30,1,15644,18253,131,58
claude:bb60eee8-6bf3-21ee-a584-d6cde9754a30,2,33890,217,4800,0
claude:bb60eee8-6bf3-21ee-a584-d6cde9754a30,3,34101,5376,154,20
claude:bb60eee8-6bf3-21ee-a584-d6cde9754a30,4,39470,380,801,0
claude:bf7edcb9-dcb8-5b17-9da3-974a26701c7f,0,0,37640,3,0
claude:bf7edcb9-dcb8-5b17-9da3-974a26701c7f,1,37637,14042,173,162
claude:bf7edcb9-dcb8-5b17-9da3-974a26701c7f,2,51672,277,280,21
claude:bf7edcb9-dcb8-5b17-9da3-974a26701c7f,3,51942,2218,1,0
claude:bf7edcb9-dcb8-5b17-9da3-974a26701c7f,4,54155,25959,4526,0
claude:c0af5198-159d-3095-d9c1-735ad29d4918,0,0,25231,561,226
claude:c0af5198-159d-3095-d9c1-735ad29d4918,1,25229,13345,741,225
claude:c0af5198-159d-3095-d9c1-735ad29d4918,2,32814,16015,424,149
claude:c0af5198-159d-3095-d9c1-735ad29d4918,3,48827,2556,272,153
claude:c0af5198-159d-3095-d9c1-735ad29d4918,4,49809,8418,2001,0
claude:c0f0dadf-5c93-8d60-649a-b3de9040ce4e,0,4301,3384,923,0
claude:c0f0dadf-5c93-8d60-649a-b3de9040ce4e,1,7683,14038,750,0
claude:c0f0dadf-5c93-8d60-649a-b3de9040ce4e,2,21719,12008,1132,0
claude:c0f0dadf-5c93-8d60-649a-b3de9040ce4e,3,33725,10420,679,69
claude:c0f0dadf-5c93-8d60-649a-b3de9040ce4e,4,44143,831,3871,0
claude:c139ab16-b590-1a5d-b913-85e3a2f263c2,0,0,17187,116,52
claude:c139ab16-b590-1a5d-b913-85e3a2f263c2,1,17184,159,3,27
claude:c139ab16-b590-1a5d-b913-85e3a2f263c2,2,17338,195,1,28
claude:c139ab16-b590-1a5d-b913-85e3a2f263c2,3,17528,116,90,39
claude:c139ab16-b590-1a5d-b913-85e3a2f263c2,4,17640,210,241,0
claude:c2ae414c-aaf5-f045-65d1-773d94a4a60c,0,0,13312,154,0
claude:c2ae414c-aaf5-f045-65d1-773d94a4a60c,1,13310,17504,534,143
claude:c2ae414c-aaf5-f045-65d1-773d94a4a60c,2,30812,1580,345,0
claude:c2ae414c-aaf5-f045-65d1-773d94a4a60c,3,32390,1965,227,15
claude:c2ae414c-aaf5-f045-65d1-773d94a4a60c,4,34353,2660,3182,0
claude:c643d41b-c7c9-9bbf-1fcc-6a7a109c8d90,0,9468,13766,2246,0
claude:c643d41b-c7c9-9bbf-1fcc-6a7a109c8d90,1,20404,8296,281,0
claude:c643d41b-c7c9-9bbf-1fcc-6a7a109c8d90,2,27655,12730,710,0
claude:c643d41b-c7c9-9bbf-1fcc-6a7a109c8d90,3,39594,22507,331,241
claude:c643d41b-c7c9-9bbf-1fcc-6a7a109c8d90,4,62099,1273,1,0
claude:c80afb25-9b1b-7ea6-cf31-96074a5445ce,0,0,23128,5,0
claude:c80afb25-9b1b-7ea6-cf31-96074a5445ce,1,20298,8790,709,0
claude:c80afb25-9b1b-7ea6-cf31-96074a5445ce,2,28043,10839,485,0
claude:c80afb25-9b1b-7ea6-cf31-96074a5445ce,3,38091,12529,5,0
claude:c80afb25-9b1b-7ea6-cf31-96074a5445ce,4,50618,23903,6957,0
claude:c82b73c0-dd87-5627-56c7-0bc1c07e90b2,0,15179,10888,2447,300000
claude:c82b73c0-dd87-5627-56c7-0bc1c07e90b2,1,15179,13454,241,73
claude:c82b73c0-dd87-5627-56c7-0bc1c07e90b2,2,28627,550,114,29
claude:c82b73c0-dd87-5627-56c7-0bc1c07e90b2,3,29176,354,1154,46187
claude:c82b73c0-dd87-5627-56c7-0bc1c07e90b2,4,29529,4476,3117,0
claude:ca6605c0-83d8-2063-06b5-29133c3f61a0,0,12365,679,229,18
claude:ca6605c0-83d8-2063-06b5-29133c3f61a0,1,13041,13581,298,16
claude:ca6605c0-83d8-2063-06b5-29133c3f61a0,2,26615,4399,261,71
claude:ca6605c0-83d8-2063-06b5-29133c3f61a0,3,31007,3086,96,38
claude:ca6605c0-83d8-2063-06b5-29133c3f61a0,4,31007,3763,2,0
claude:cabbaffe-3480-4c2c-c96e-9cd2fc285252,0,9468,15862,517,0
claude:cabbaffe-3480-4c2c-c96e-9cd2fc285252,1,22500,22851,527,0
claude:cabbaffe-3480-4c2c-c96e-9cd2fc285252,2,44308,6216,493,0
claude:cabbaffe-3480-4c2c-c96e-9cd2fc285252,3,50522,1907,207,30
claude:cabbaffe-3480-4c2c-c96e-9cd2fc285252,4,52427,994,2403,0
claude:cea44b6a-2fd6-98dc-ddba-171847a8af05,0,8097,18156,5,0
claude:cea44b6a-2fd6-98dc-ddba-171847a8af05,1,23524,24820,816,3572
claude:cea44b6a-2fd6-98dc-ddba-171847a8af05,2,47170,2450,420,0
claude:cea44b6a-2fd6-98dc-ddba-171847a8af05,3,49618,4398,905,0
claude:cea44b6a-2fd6-98dc-ddba-171847a8af05,4,54014,2997,5158,0
claude:ceb61825-a6f7-3ef7-3eac-7c6689f1360a,0,31657,559,841,5548
claude:ceb61825-a6f7-3ef7-3eac-7c6689f1360a,1,32215,934,524,6946
claude:ceb61825-a6f7-3ef7-3eac-7c6689f1360a,2,33148,709,382,28
claude:ceb61825-a6f7-3ef7-3eac-7c6689f1360a,3,33856,593,5447,68
claude:ceb61825-a6f7-3ef7-3eac-7c6689f1360a,4,34448,5559,292,0
claude:d3212b06-901d-8ef2-cad8-2541cc49c474,0,0,20100,300,0
claude:d3212b06-901d-8ef2-cad8-2541cc49c474,1,20098,8808,275,42
claude:d3212b06-901d-8ef2-cad8-2541cc49c474,2,28904,769,631,65
claude:d3212b06-901d-8ef2-cad8-2541cc49c474,3,29671,4493,1311,58
claude:d3212b06-901d-8ef2-cad8-2541cc49c474,4,34162,4716,5535,0
claude:d9527713-9406-cb3a-5849-7e6b0735dc11,0,0,40819,840,67012
claude:d9527713-9406-cb3a-5849-7e6b0735dc11,1,33123,14233,522,118
claude:d9527713-9406-cb3a-5849-7e6b0735dc11,2,44247,6473,1180,32462
claude:d9527713-9406-cb3a-5849-7e6b0735dc11,3,49646,2303,2141,0
claude:d9527713-9406-cb3a-5849-7e6b0735dc11,4,51947,3737,3422,0
claude:d96ff23c-b050-501b-8baf-5066e766e319,0,7957,11597,5,3
claude:d96ff23c-b050-501b-8baf-5066e766e319,1,8050,12607,204,4360
claude:d96ff23c-b050-501b-8baf-5066e766e319,2,20405,847,737,463
claude:d96ff23c-b050-501b-8baf-5066e766e319,3,21250,2167,528,0
claude:d96ff23c-b050-501b-8baf-5066e766e319,4,23302,973,3,0
claude:d97ec76e-3b4b-dd4e-9a1e-aa5306fe5182,0,7802,15680,413,0
claude:d97ec76e-3b4b-dd4e-9a1e-aa5306fe5182,1,20753,30212,1767,102
claude:d97ec76e-3b4b-dd4e-9a1e-aa5306fe5182,2,49922,7612,243,29
claude:d97ec76e-3b4b-dd4e-9a1e-aa5306fe5182,3,57026,6470,201,11
claude:d97ec76e-3b4b-dd4e-9a1e-aa5306fe5182,4,63494,4478,6132,0
claude:d9995ab2-bdfd-b175-a18d-86acdc080fb4,0,0,19631,145,4
claude:d9995ab2-bdfd-b175-a18d-86acdc080fb4,1,0,20752,200,95
claude:d9995ab2-bdfd-b175-a18d-86acdc080fb4,2,20500,744,217,3620
claude:d9995ab2-bdfd-b175-a18d-86acdc080fb4,3,21242,588,862,8032
claude:d9995ab2-bdfd-b175-a18d-86acdc080fb4,4,21828,2113,2018,0
claude:de100d15-03d4-2c91-fe72-c063df0ed75d,0,7957,11590,3,4
claude:de100d15-03d4-2c91-fe72-c063df0ed75d,1,8050,12619,210,3563
claude:de100d15-03d4-2c91-fe72-c063df0ed75d,2,20417,794,639,139
claude:de100d15-03d4-2c91-fe72-c063df0ed75d,3,21209,2075,405,4463
claude:de100d15-03d4-2c91-fe72-c063df0ed75d,4,23170,855,2527,0
claude:de22db6f-803e-7f0a-4f66-cdcc9bd3d6da,0,8722,8684,1084,1453
claude:de22db6f-803e-7f0a-4f66-cdcc9bd3d6da,1,17400,4272,1237,78246
claude:de22db6f-803e-7f0a-4f66-cdcc9bd3d6da,2,21666,2515,511,0
claude:de22db6f-803e-7f0a-4f66-cdcc9bd3d6da,3,24180,6033,1362,162597
claude:de22db6f-803e-7f0a-4f66-cdcc9bd3d6da,4,30212,4654,3691,0
claude:def37633-91b2-cb7d-6981-f76975aa437e,0,7957,11579,5,3
claude:def37633-91b2-cb7d-6981-f76975aa437e,1,8050,12570,371,0
claude:def37633-91b2-cb7d-6981-f76975aa437e,2,20368,1144,272,340
claude:def37633-91b2-cb7d-6981-f76975aa437e,3,21510,1516,177,272
claude:def37633-91b2-cb7d-6981-f76975aa437e,4,23024,1167,1424,0
claude:df3f75c2-40ef-c1a6-c30e-997d48fa7e4b,0,15748,3,149,29413
claude:df3f75c2-40ef-c1a6-c30e-997d48fa7e4b,1,15748,3208,313,2648
claude:df3f75c2-40ef-c1a6-c30e-997d48fa7e4b,2,18955,886,383,28801
claude:df3f75c2-40ef-c1a6-c30e-997d48fa7e4b,3,19630,1276,2,191452
claude:df3f75c2-40ef-c1a6-c30e-997d48fa7e4b,4,20905,1870,965,0
claude:e15cb754-17a4-4e24-0e0f-7321dbabb58b,0,12978,2751,202,33714
claude:e15cb754-17a4-4e24-0e0f-7321dbabb58b,1,15726,1801,192,16561
claude:e15cb754-17a4-4e24-0e0f-7321dbabb58b,2,17526,1576,1,123155
claude:e15cb754-17a4-4e24-0e0f-7321dbabb58b,3,18098,1479,129,24336
claude:e15cb754-17a4-4e24-0e0f-7321dbabb58b,4,19576,1435,776,0
claude:e1937122-25b1-8de6-35e3-81d627164741,0,15697,3,292,3277
claude:e1937122-25b1-8de6-35e3-81d627164741,1,15697,3454,318,30068
claude:e1937122-25b1-8de6-35e3-81d627164741,2,17299,2805,219,98764
claude:e1937122-25b1-8de6-35e3-81d627164741,3,19841,1602,1,41192
claude:e1937122-25b1-8de6-35e3-81d627164741,4,21079,1872,914,0
claude:e6d6e15b-f6c3-33b0-3033-70ae27664797,0,0,13436,1,0
claude:e6d6e15b-f6c3-33b0-3033-70ae27664797,1,13434,27820,474,0
claude:e6d6e15b-f6c3-33b0-3033-70ae27664797,2,41252,905,213,0
claude:e6d6e15b-f6c3-33b0-3033-70ae27664797,3,42155,2137,229,7
claude:e6d6e15b-f6c3-33b0-3033-70ae27664797,4,44290,643,3970,0
claude:e6f4d789-e73f-1114-4aad-6dca1123c010,0,0,19627,5,3
claude:e6f4d789-e73f-1114-4aad-6dca1123c010,1,0,21005,225,67
claude:e6f4d789-e73f-1114-4aad-6dca1123c010,2,20753,793,235,5677
claude:e6f4d789-e73f-1114-4aad-6dca1123c010,3,21544,782,826,10128
