workload summary | sessions=200 steps=1000 max_prompt_len=89436 max_prefix_len=84631 max_input_len=66571 max_output_len=13223 total_output_len=706010 max_arrival_time_ms=0.000 total_tool_wait_after_ms=12644186.000
sessions 1/200 | steps 3/1000 completed=2 submitted=202 active=199 failed=1 | elapsed=25.1s
sessions 1/200 | steps 3/1000 completed=2 submitted=202 active=199 failed=1 | elapsed=25.6s
sessions 1/200 | steps 3/1000 completed=2 submitted=202 active=199 failed=1 | elapsed=26.1s
prefix hit rate | request_id=claude:e6d6e15b-f6c3-33b0-3033-70ae27664797_round_000000 planned=0.0000 actual=0.0000 delta=+0.0000 server_cached_prompt_tokens=0 server_prompt_tokens=13436
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=26.6s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=27.1s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=27.6s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=28.1s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=28.6s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=29.1s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=29.6s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=30.1s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=30.6s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=31.1s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=31.6s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=32.1s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=32.6s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=33.1s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=33.6s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=34.1s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=34.6s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=35.1s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=35.6s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=36.1s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=36.6s
sessions 1/200 | steps 4/1000 completed=3 submitted=203 active=199 failed=1 | elapsed=37.1s
prefix hit rate | request_id=claude:03a507f2-0448-911c-45b1-bf9ffb711f09_round_000000 planned=0.0000 actual=0.0000 delta=+0.0000 server_cached_prompt_tokens=0 server_prompt_tokens=10923
sessions 1/200 | steps 5/1000 completed=4 submitted=204 active=199 failed=1 | elapsed=37.6s
sessions 1/200 | steps 5/1000 completed=4 submitted=204 active=199 failed=1 | elapsed=38.1s
sessions 1/200 | steps 5/1000 completed=4 submitted=204 active=199 failed=1 | elapsed=38.6s
sessions 1/200 | steps 5/1000 completed=4 submitted=204 active=199 failed=1 | elapsed=39.1s
sessions 1/200 | steps 5/1000 completed=4 submitted=204 active=199 failed=1 | elapsed=39.6s
sessions 1/200 | steps 5/1000 completed=4 submitted=204 active=199 failed=1 | elapsed=40.1s
sessions 1/200 | steps 5/1000 completed=4 submitted=204 active=199 failed=1 | elapsed=40.6s
sessions 1/200 | steps 5/1000 completed=4 submitted=204 active=199 failed=1 | elapsed=41.1s
sessions 1/200 | steps 5/1000 completed=4 submitted=204 active=199 failed=1 | elapsed=41.6s
prefix hit rate | request_id=claude:544ad228-0234-7269-577d-2b774eec3b2f_round_000000 planned=0.8262 actual=0.0000 delta=-0.8262 server_cached_prompt_tokens=0 server_prompt_tokens=15708
sessions 1/200 | steps 6/1000 completed=5 submitted=204 active=198 failed=1 | elapsed=42.1s
sessions 1/200 | steps 6/1000 completed=5 submitted=204 active=198 failed=1 | elapsed=42.6s
sessions 1/200 | steps 6/1000 completed=5 submitted=204 active=198 failed=1 | elapsed=43.1s
sessions 1/200 | steps 6/1000 completed=5 submitted=204 active=198 failed=1 | elapsed=43.6s
sessions 1/200 | steps 6/1000 completed=5 submitted=204 active=198 failed=1 | elapsed=44.1s
sessions 1/200 | steps 6/1000 completed=5 submitted=204 active=198 failed=1 | elapsed=44.6s
sessions 1/200 | steps 6/1000 completed=5 submitted=204 active=198 failed=1 | elapsed=45.1s
sessions 1/200 | steps 6/1000 completed=5 submitted=204 active=198 failed=1 | elapsed=45.6s
sessions 1/200 | steps 6/1000 completed=5 submitted=204 active=198 failed=1 | elapsed=46.1s
prefix hit rate | request_id=claude:23456ba9-b2f4-685c-7d5d-c508e7f03b5e_round_000000 planned=0.8149 actual=0.0000 delta=-0.8149 server_cached_prompt_tokens=0 server_prompt_tokens=16026
sessions 1/200 | steps 7/1000 completed=6 submitted=205 active=198 failed=1 | elapsed=46.6s
sessions 1/200 | steps 7/1000 completed=6 submitted=205 active=198 failed=1 | elapsed=47.1s
sessions 1/200 | steps 7/1000 completed=6 submitted=205 active=198 failed=1 | elapsed=47.6s
sessions 1/200 | steps 7/1000 completed=6 submitted=205 active=198 failed=1 | elapsed=48.1s
sessions 1/200 | steps 7/1000 completed=6 submitted=205 active=198 failed=1 | elapsed=48.6s
sessions 1/200 | steps 7/1000 completed=6 submitted=205 active=198 failed=1 | elapsed=49.1s
sessions 1/200 | steps 7/1000 completed=6 submitted=205 active=198 failed=1 | elapsed=49.6s
prefix hit rate | request_id=claude:1239c2da-a410-5d33-aa09-aa78a30c25b8_round_000000 planned=0.6677 actual=0.0000 delta=-0.6677 server_cached_prompt_tokens=0 server_prompt_tokens=13676
sessions 1/200 | steps 8/1000 completed=7 submitted=206 active=198 failed=1 | elapsed=50.1s
sessions 1/200 | steps 8/1000 completed=7 submitted=206 active=198 failed=1 | elapsed=50.6s
sessions 1/200 | steps 8/1000 completed=7 submitted=206 active=198 failed=1 | elapsed=51.1s
sessions 1/200 | steps 8/1000 completed=7 submitted=206 active=198 failed=1 | elapsed=51.6s
sessions 1/200 | steps 8/1000 completed=7 submitted=206 active=198 failed=1 | elapsed=52.1s
sessions 1/200 | steps 8/1000 completed=7 submitted=206 active=198 failed=1 | elapsed=52.6s
sessions 1/200 | steps 8/1000 completed=7 submitted=206 active=198 failed=1 | elapsed=53.1s
sessions 1/200 | steps 8/1000 completed=7 submitted=206 active=198 failed=1 | elapsed=53.6s
sessions 1/200 | steps 8/1000 completed=7 submitted=206 active=198 failed=1 | elapsed=54.1s
prefix hit rate | request_id=claude:5d6b30ab-25b3-9e6b-859a-8a9b014a4d1c_round_000000 planned=0.8186 actual=0.0000 delta=-0.8186 server_cached_prompt_tokens=0 server_prompt_tokens=15854
sessions 1/200 | steps 9/1000 completed=8 submitted=206 active=197 failed=1 | elapsed=54.6s
sessions 1/200 | steps 9/1000 completed=8 submitted=206 active=197 failed=1 | elapsed=55.1s
sessions 1/200 | steps 9/1000 completed=8 submitted=206 active=197 failed=1 | elapsed=55.6s
sessions 1/200 | steps 9/1000 completed=8 submitted=206 active=197 failed=1 | elapsed=56.1s
sessions 1/200 | steps 9/1000 completed=8 submitted=206 active=197 failed=1 | elapsed=56.6s
sessions 1/200 | steps 9/1000 completed=8 submitted=206 active=197 failed=1 | elapsed=57.1s
prefix hit rate | request_id=claude:064a9dd6-9fc1-d38a-69fa-90276d693510_round_000000 planned=0.6452 actual=0.0000 delta=-0.6452 server_cached_prompt_tokens=0 server_prompt_tokens=13364
sessions 1/200 | steps 10/1000 completed=9 submitted=208 active=198 failed=1 | elapsed=57.6s
sessions 1/200 | steps 10/1000 completed=9 submitted=208 active=198 failed=1 | elapsed=58.1s
sessions 1/200 | steps 10/1000 completed=9 submitted=208 active=198 failed=1 | elapsed=58.6s
sessions 1/200 | steps 10/1000 completed=9 submitted=208 active=198 failed=1 | elapsed=59.1s
sessions 1/200 | steps 10/1000 completed=9 submitted=208 active=198 failed=1 | elapsed=59.6s
sessions 1/200 | steps 10/1000 completed=9 submitted=208 active=198 failed=1 | elapsed=60.1s
sessions 1/200 | steps 10/1000 completed=9 submitted=208 active=198 failed=1 | elapsed=60.6s
sessions 1/200 | steps 10/1000 completed=9 submitted=208 active=198 failed=1 | elapsed=61.1s
prefix hit rate | request_id=claude:0557340a-5a5d-a853-229c-406e81229fc7_round_000000 planned=0.8013 actual=0.0000 delta=-0.8013 server_cached_prompt_tokens=0 server_prompt_tokens=17634
sessions 1/200 | steps 11/1000 completed=10 submitted=208 active=197 failed=1 | elapsed=61.6s
sessions 1/200 | steps 11/1000 completed=10 submitted=208 active=197 failed=1 | elapsed=62.1s
sessions 1/200 | steps 11/1000 completed=10 submitted=208 active=197 failed=1 | elapsed=62.6s
sessions 1/200 | steps 11/1000 completed=10 submitted=208 active=197 failed=1 | elapsed=63.1s
sessions 1/200 | steps 11/1000 completed=10 submitted=208 active=197 failed=1 | elapsed=63.6s
prefix hit rate | request_id=claude:43b71f8b-6a59-ef2c-3ffa-e407779a5268_round_000000 planned=0.0000 actual=0.0000 delta=+0.0000 server_cached_prompt_tokens=0 server_prompt_tokens=11638
sessions 1/200 | steps 12/1000 completed=11 submitted=208 active=196 failed=1 | elapsed=64.1s
sessions 1/200 | steps 12/1000 completed=11 submitted=208 active=196 failed=1 | elapsed=64.6s
sessions 1/200 | steps 12/1000 completed=11 submitted=208 active=196 failed=1 | elapsed=65.1s
sessions 1/200 | steps 12/1000 completed=11 submitted=208 active=196 failed=1 | elapsed=65.6s
sessions 1/200 | steps 12/1000 completed=11 submitted=208 active=196 failed=1 | elapsed=66.1s
sessions 1/200 | steps 12/1000 completed=11 submitted=208 active=196 failed=1 | elapsed=66.6s
sessions 1/200 | steps 12/1000 completed=11 submitted=208 active=196 failed=1 | elapsed=67.1s
sessions 1/200 | steps 12/1000 completed=11 submitted=209 active=197 failed=1 | elapsed=67.7s
sessions 1/200 | steps 12/1000 completed=11 submitted=209 active=197 failed=1 | elapsed=68.2s
sessions 1/200 | steps 12/1000 completed=11 submitted=209 active=197 failed=1 | elapsed=68.7s
sessions 1/200 | steps 12/1000 completed=11 submitted=209 active=197 failed=1 | elapsed=69.2s
sessions 1/200 | steps 12/1000 completed=11 submitted=209 active=197 failed=1 | elapsed=69.7s
prefix hit rate | request_id=claude:50bc8e46-4d20-c0e4-266b-68b88411ea9b_round_000000 planned=0.8260 actual=0.0000 delta=-0.8260 server_cached_prompt_tokens=0 server_prompt_tokens=15711
sessions 1/200 | steps 13/1000 completed=12 submitted=209 active=196 failed=1 | elapsed=70.2s
sessions 1/200 | steps 13/1000 completed=12 submitted=209 active=196 failed=1 | elapsed=70.7s
sessions 1/200 | steps 13/1000 completed=12 submitted=209 active=196 failed=1 | elapsed=71.2s
sessions 1/200 | steps 13/1000 completed=12 submitted=209 active=196 failed=1 | elapsed=71.7s
sessions 1/200 | steps 13/1000 completed=12 submitted=209 active=196 failed=1 | elapsed=72.2s
sessions 1/200 | steps 13/1000 completed=12 submitted=209 active=196 failed=1 | elapsed=72.7s
prefix hit rate | request_id=claude:a690ccb0-33e8-89c3-d8f7-9aa1fc21d55f_round_000000 planned=0.0000 actual=0.0001 delta=+0.0001 server_cached_prompt_tokens=1 server_prompt_tokens=11969
sessions 1/200 | steps 14/1000 completed=13 submitted=210 active=196 failed=1 | elapsed=73.2s
sessions 1/200 | steps 14/1000 completed=13 submitted=210 active=196 failed=1 | elapsed=73.7s
sessions 1/200 | steps 14/1000 completed=13 submitted=210 active=196 failed=1 | elapsed=74.2s
sessions 1/200 | steps 14/1000 completed=13 submitted=210 active=196 failed=1 | elapsed=74.7s
sessions 1/200 | steps 14/1000 completed=13 submitted=210 active=196 failed=1 | elapsed=75.2s
sessions 1/200 | steps 14/1000 completed=13 submitted=210 active=196 failed=1 | elapsed=75.7s
sessions 1/200 | steps 14/1000 completed=13 submitted=210 active=196 failed=1 | elapsed=76.2s
sessions 1/200 | steps 14/1000 completed=13 submitted=210 active=196 failed=1 | elapsed=76.7s
sessions 1/200 | steps 14/1000 completed=13 submitted=210 active=196 failed=1 | elapsed=77.2s
sessions 1/200 | steps 14/1000 completed=13 submitted=210 active=196 failed=1 | elapsed=77.7s
sessions 1/200 | steps 14/1000 completed=13 submitted=211 active=197 failed=1 | elapsed=78.2s
sessions 1/200 | steps 14/1000 completed=13 submitted=211 active=197 failed=1 | elapsed=78.7s
prefix hit rate | request_id=claude:3ad8e008-6b66-69ef-8147-e5a9182f2539_round_000000 planned=0.8681 actual=0.0000 delta=-0.8681 server_cached_prompt_tokens=0 server_prompt_tokens=11111
sessions 1/200 | steps 15/1000 completed=14 submitted=212 active=197 failed=1 | elapsed=79.2s
sessions 1/200 | steps 15/1000 completed=14 submitted=212 active=197 failed=1 | elapsed=79.7s
sessions 1/200 | steps 15/1000 completed=14 submitted=212 active=197 failed=1 | elapsed=80.2s
sessions 1/200 | steps 15/1000 completed=14 submitted=212 active=197 failed=1 | elapsed=80.7s
sessions 1/200 | steps 15/1000 completed=14 submitted=212 active=197 failed=1 | elapsed=81.2s
sessions 1/200 | steps 15/1000 completed=14 submitted=212 active=197 failed=1 | elapsed=81.7s
sessions 1/200 | steps 15/1000 completed=14 submitted=212 active=197 failed=1 | elapsed=82.2s
sessions 1/200 | steps 15/1000 completed=14 submitted=212 active=197 failed=1 | elapsed=82.7s
prefix hit rate | request_id=claude:e15cb754-17a4-4e24-0e0f-7321dbabb58b_round_000000 planned=0.8251 actual=0.0000 delta=-0.8251 server_cached_prompt_tokens=0 server_prompt_tokens=15729
sessions 1/200 | steps 16/1000 completed=15 submitted=212 active=196 failed=1 | elapsed=83.2s
sessions 1/200 | steps 16/1000 completed=15 submitted=212 active=196 failed=1 | elapsed=83.7s
sessions 1/200 | steps 16/1000 completed=15 submitted=212 active=196 failed=1 | elapsed=84.2s
sessions 1/200 | steps 16/1000 completed=15 submitted=212 active=196 failed=1 | elapsed=84.7s
sessions 1/200 | steps 16/1000 completed=15 submitted=213 active=197 failed=1 | elapsed=85.2s
prefix hit rate | request_id=claude:7ef5a611-123d-52f5-3a91-03a6c15279d9_round_000000 planned=0.8266 actual=0.0000 delta=-0.8266 server_cached_prompt_tokens=0 server_prompt_tokens=15700
sessions 1/200 | steps 17/1000 completed=16 submitted=213 active=196 failed=1 | elapsed=85.7s
sessions 1/200 | steps 17/1000 completed=16 submitted=213 active=196 failed=1 | elapsed=86.2s
sessions 1/200 | steps 17/1000 completed=16 submitted=213 active=196 failed=1 | elapsed=86.7s
sessions 1/200 | steps 17/1000 completed=16 submitted=213 active=196 failed=1 | elapsed=87.2s
sessions 1/200 | steps 17/1000 completed=16 submitted=213 active=196 failed=1 | elapsed=87.7s
sessions 1/200 | steps 17/1000 completed=16 submitted=213 active=196 failed=1 | elapsed=88.2s
sessions 1/200 | steps 17/1000 completed=16 submitted=213 active=196 failed=1 | elapsed=88.7s
sessions 1/200 | steps 17/1000 completed=16 submitted=213 active=196 failed=1 | elapsed=89.2s
sessions 1/200 | steps 17/1000 completed=16 submitted=213 active=196 failed=1 | elapsed=89.7s
sessions 1/200 | steps 17/1000 completed=16 submitted=213 active=196 failed=1 | elapsed=90.2s
prefix hit rate | request_id=claude:1a81eeef-4cc0-1bd2-c32e-1637d2bebee7_round_000000 planned=0.0000 actual=0.0000 delta=+0.0000 server_cached_prompt_tokens=0 server_prompt_tokens=19384
sessions 1/200 | steps 18/1000 completed=17 submitted=214 active=196 failed=1 | elapsed=90.7s
sessions 1/200 | steps 18/1000 completed=17 submitted=214 active=196 failed=1 | elapsed=91.2s
sessions 1/200 | steps 18/1000 completed=17 submitted=214 active=196 failed=1 | elapsed=91.7s
sessions 1/200 | steps 18/1000 completed=17 submitted=214 active=196 failed=1 | elapsed=92.2s
sessions 1/200 | steps 18/1000 completed=17 submitted=214 active=196 failed=1 | elapsed=92.7s
sessions 1/200 | steps 18/1000 completed=17 submitted=214 active=196 failed=1 | elapsed=93.2s
sessions 1/200 | steps 18/1000 completed=17 submitted=214 active=196 failed=1 | elapsed=93.7s
sessions 1/200 | steps 18/1000 completed=17 submitted=214 active=196 failed=1 | elapsed=94.2s
sessions 1/200 | steps 18/1000 completed=17 submitted=214 active=196 failed=1 | elapsed=94.7s
sessions 1/200 | steps 18/1000 completed=17 submitted=214 active=196 failed=1 | elapsed=95.2s
prefix hit rate | request_id=claude:ba4cbd17-c099-99d0-2edc-2a15ac0b4a74_round_000000 planned=0.4069 actual=0.0000 delta=-0.4069 server_cached_prompt_tokens=0 server_prompt_tokens=19556
sessions 1/200 | steps 19/1000 completed=18 submitted=215 active=196 failed=1 | elapsed=95.7s
sessions 1/200 | steps 19/1000 completed=18 submitted=215 active=196 failed=1 | elapsed=96.2s
sessions 1/200 | steps 19/1000 completed=18 submitted=215 active=196 failed=1 | elapsed=96.7s
sessions 1/200 | steps 19/1000 completed=18 submitted=215 active=196 failed=1 | elapsed=97.2s
sessions 1/200 | steps 19/1000 completed=18 submitted=215 active=196 failed=1 | elapsed=97.7s
sessions 1/200 | steps 19/1000 completed=18 submitted=215 active=196 failed=1 | elapsed=98.2s
sessions 1/200 | steps 19/1000 completed=18 submitted=215 active=196 failed=1 | elapsed=98.7s
sessions 1/200 | steps 19/1000 completed=18 submitted=215 active=196 failed=1 | elapsed=99.2s
sessions 1/200 | steps 19/1000 completed=18 submitted=215 active=196 failed=1 | elapsed=99.7s
sessions 1/200 | steps 19/1000 completed=18 submitted=215 active=196 failed=1 | elapsed=100.2s
sessions 1/200 | steps 19/1000 completed=18 submitted=215 active=196 failed=1 | elapsed=100.7s
sessions 1/200 | steps 19/1000 completed=18 submitted=215 active=196 failed=1 | elapsed=101.2s
sessions 1/200 | steps 19/1000 completed=18 submitted=215 active=196 failed=1 | elapsed=101.7s
prefix hit rate | request_id=claude:0679bd31-d48f-8e64-2bfb-132a58a4a046_round_000000 planned=0.8186 actual=0.0000 delta=-0.8186 server_cached_prompt_tokens=0 server_prompt_tokens=15854
sessions 1/200 | steps 20/1000 completed=19 submitted=215 active=195 failed=1 | elapsed=102.2s
sessions 1/200 | steps 20/1000 completed=19 submitted=215 active=195 failed=1 | elapsed=102.7s
sessions 1/200 | steps 20/1000 completed=19 submitted=215 active=195 failed=1 | elapsed=103.2s
sessions 1/200 | steps 20/1000 completed=19 submitted=215 active=195 failed=1 | elapsed=103.7s
sessions 1/200 | steps 20/1000 completed=19 submitted=215 active=195 failed=1 | elapsed=104.2s
sessions 1/200 | steps 20/1000 completed=19 submitted=216 active=196 failed=1 | elapsed=104.7s
sessions 1/200 | steps 20/1000 completed=19 submitted=216 active=196 failed=1 | elapsed=105.2s
sessions 1/200 | steps 20/1000 completed=19 submitted=216 active=196 failed=1 | elapsed=105.7s
sessions 1/200 | steps 20/1000 completed=19 submitted=216 active=196 failed=1 | elapsed=106.2s
sessions 1/200 | steps 20/1000 completed=19 submitted=216 active=196 failed=1 | elapsed=106.7s
sessions 1/200 | steps 20/1000 completed=19 submitted=216 active=196 failed=1 | elapsed=107.2s
prefix hit rate | request_id=claude:efedbc29-7e51-501d-7c9a-6c7ffb2943f6_round_000000 planned=0.0000 actual=0.0000 delta=+0.0000 server_cached_prompt_tokens=0 server_prompt_tokens=19667
sessions 1/200 | steps 21/1000 completed=20 submitted=217 active=196 failed=1 | elapsed=107.7s
sessions 1/200 | steps 21/1000 completed=20 submitted=217 active=196 failed=1 | elapsed=108.2s
sessions 1/200 | steps 21/1000 completed=20 submitted=217 active=196 failed=1 | elapsed=108.7s
sessions 1/200 | steps 21/1000 completed=20 submitted=217 active=196 failed=1 | elapsed=109.2s
sessions 1/200 | steps 21/1000 completed=20 submitted=217 active=196 failed=1 | elapsed=109.7s
sessions 1/200 | steps 21/1000 completed=20 submitted=217 active=196 failed=1 | elapsed=110.2s
sessions 1/200 | steps 21/1000 completed=20 submitted=217 active=196 failed=1 | elapsed=110.7s
sessions 1/200 | steps 21/1000 completed=20 submitted=217 active=196 failed=1 | elapsed=111.2s
sessions 1/200 | steps 21/1000 completed=20 submitted=217 active=196 failed=1 | elapsed=111.7s
sessions 1/200 | steps 21/1000 completed=20 submitted=217 active=196 failed=1 | elapsed=112.3s
prefix hit rate | request_id=claude:9274d7bc-ce8d-cf9f-db57-8c28e8c40703_round_000000 planned=0.7471 actual=0.0000 delta=-0.7471 server_cached_prompt_tokens=0 server_prompt_tokens=11366
sessions 1/200 | steps 22/1000 completed=21 submitted=218 active=196 failed=1 | elapsed=112.8s
prefix hit rate | request_id=claude:63beb72e-283c-0dc9-b597-742178227207_round_000000 planned=0.8258 actual=0.0000 delta=-0.8258 server_cached_prompt_tokens=0 server_prompt_tokens=15716
sessions 1/200 | steps 23/1000 completed=22 submitted=218 active=195 failed=1 | elapsed=113.3s
sessions 1/200 | steps 23/1000 completed=22 submitted=218 active=195 failed=1 | elapsed=113.8s
sessions 1/200 | steps 23/1000 completed=22 submitted=218 active=195 failed=1 | elapsed=114.3s
sessions 1/200 | steps 23/1000 completed=22 submitted=218 active=195 failed=1 | elapsed=114.8s
sessions 1/200 | steps 23/1000 completed=22 submitted=218 active=195 failed=1 | elapsed=115.3s
sessions 1/200 | steps 23/1000 completed=22 submitted=219 active=196 failed=1 | elapsed=115.8s
sessions 1/200 | steps 23/1000 completed=22 submitted=219 active=196 failed=1 | elapsed=116.3s
sessions 1/200 | steps 23/1000 completed=22 submitted=219 active=196 failed=1 | elapsed=116.8s
sessions 1/200 | steps 23/1000 completed=22 submitted=220 active=197 failed=1 | elapsed=117.3s
sessions 1/200 | steps 23/1000 completed=22 submitted=220 active=197 failed=1 | elapsed=117.8s
sessions 1/200 | steps 23/1000 completed=22 submitted=220 active=197 failed=1 | elapsed=118.3s
sessions 1/200 | steps 23/1000 completed=22 submitted=220 active=197 failed=1 | elapsed=118.8s
sessions 1/200 | steps 23/1000 completed=22 submitted=220 active=197 failed=1 | elapsed=119.3s
sessions 1/200 | steps 23/1000 completed=22 submitted=221 active=198 failed=1 | elapsed=119.8s
sessions 1/200 | steps 23/1000 completed=22 submitted=221 active=198 failed=1 | elapsed=120.3s
