workload summary | sessions=200 steps=1000 max_prompt_len=89436 max_prefix_len=84631 max_input_len=66571 max_output_len=13223 total_output_len=706010 max_arrival_time_ms=0.000 total_tool_wait_after_ms=12644186.000
sessions 1/200 | steps 8/1000 completed=8 submitted=11 active=3 failed=0 | elapsed=41.6s
sessions 1/200 | steps 8/1000 completed=8 submitted=11 active=3 failed=0 | elapsed=42.1s
sessions 1/200 | steps 8/1000 completed=8 submitted=11 active=3 failed=0 | elapsed=42.6s
sessions 1/200 | steps 8/1000 completed=8 submitted=11 active=3 failed=0 | elapsed=43.1s
sessions 1/200 | steps 8/1000 completed=8 submitted=11 active=3 failed=0 | elapsed=43.6s
sessions 1/200 | steps 8/1000 completed=8 submitted=11 active=3 failed=0 | elapsed=44.1s
sessions 1/200 | steps 8/1000 completed=8 submitted=11 active=3 failed=0 | elapsed=44.6s
sessions 1/200 | steps 8/1000 completed=8 submitted=11 active=3 failed=0 | elapsed=45.1s
prefix hit rate | request_id=claude:00a24909-986f-18d3-c090-ab9e0603a55e_round_000001 planned=0.8645 actual=0.8645 delta=+0.0000 server_cached_prompt_tokens=16820 server_prompt_tokens=19456
sessions 1/200 | steps 9/1000 completed=9 submitted=11 active=2 failed=0 | elapsed=45.6s
sessions 1/200 | steps 9/1000 completed=9 submitted=11 active=2 failed=0 | elapsed=46.1s
sessions 1/200 | steps 9/1000 completed=9 submitted=11 active=2 failed=0 | elapsed=46.6s
prefix hit rate | request_id=claude:a33d7691-21d5-25c1-25ff-3bcbb8ee53d7_round_000000 planned=0.7914 actual=0.0000 delta=-0.7914 server_cached_prompt_tokens=0 server_prompt_tokens=17739
sessions 1/200 | steps 10/1000 completed=10 submitted=11 active=1 failed=0 | elapsed=47.1s
sessions 1/200 | steps 10/1000 completed=10 submitted=11 active=1 failed=0 | elapsed=47.6s
sessions 1/200 | steps 10/1000 completed=10 submitted=11 active=1 failed=0 | elapsed=48.1s
sessions 1/200 | steps 10/1000 completed=10 submitted=11 active=1 failed=0 | elapsed=48.6s
prefix hit rate | request_id=claude:f4ba899d-5858-714d-5ad1-91b9de2359d3_round_000001 planned=0.3882 actual=0.3882 delta=+0.0000 server_cached_prompt_tokens=8050 server_prompt_tokens=20736
sessions 1/200 | steps 11/1000 completed=11 submitted=11 active=0 failed=0 | elapsed=49.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=11 active=0 failed=0 | elapsed=49.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=12 active=1 failed=0 | elapsed=50.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=13 active=2 failed=0 | elapsed=50.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=13 active=2 failed=0 | elapsed=51.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=13 active=2 failed=0 | elapsed=51.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=13 active=2 failed=0 | elapsed=52.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=13 active=2 failed=0 | elapsed=52.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=53.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=16 active=5 failed=0 | elapsed=53.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=16 active=5 failed=0 | elapsed=54.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=16 active=5 failed=0 | elapsed=54.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=16 active=5 failed=0 | elapsed=55.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=16 active=5 failed=0 | elapsed=55.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=16 active=5 failed=0 | elapsed=56.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=16 active=5 failed=0 | elapsed=56.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=16 active=5 failed=0 | elapsed=57.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=16 active=5 failed=0 | elapsed=57.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=16 active=5 failed=0 | elapsed=58.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=16 active=5 failed=0 | elapsed=58.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=16 active=5 failed=0 | elapsed=59.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=16 active=5 failed=0 | elapsed=59.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=16 active=5 failed=0 | elapsed=60.1s
prefix hit rate | request_id=claude:def37633-91b2-cb7d-6981-f76975aa437e_round_000000 planned=0.4073 actual=0.0000 delta=-0.4073 server_cached_prompt_tokens=0 server_prompt_tokens=19536
sessions 1/200 | steps 12/1000 completed=12 submitted=17 active=5 failed=0 | elapsed=60.6s
sessions 1/200 | steps 12/1000 completed=12 submitted=17 active=5 failed=0 | elapsed=61.1s
sessions 1/200 | steps 12/1000 completed=12 submitted=17 active=5 failed=0 | elapsed=61.6s
sessions 1/200 | steps 12/1000 completed=12 submitted=17 active=5 failed=0 | elapsed=62.1s
sessions 1/200 | steps 12/1000 completed=12 submitted=17 active=5 failed=0 | elapsed=62.6s
sessions 1/200 | steps 12/1000 completed=12 submitted=17 active=5 failed=0 | elapsed=63.1s
sessions 1/200 | steps 12/1000 completed=12 submitted=17 active=5 failed=0 | elapsed=63.6s
sessions 1/200 | steps 12/1000 completed=12 submitted=17 active=5 failed=0 | elapsed=64.1s
sessions 1/200 | steps 12/1000 completed=12 submitted=17 active=5 failed=0 | elapsed=64.6s
sessions 1/200 | steps 12/1000 completed=12 submitted=17 active=5 failed=0 | elapsed=65.2s
sessions 1/200 | steps 12/1000 completed=12 submitted=17 active=5 failed=0 | elapsed=65.7s
sessions 1/200 | steps 12/1000 completed=12 submitted=17 active=5 failed=0 | elapsed=66.2s
sessions 1/200 | steps 12/1000 completed=12 submitted=17 active=5 failed=0 | elapsed=66.7s
prefix hit rate | request_id=claude:30a9ff45-bea5-c8eb-41eb-303d459fd246_round_000000 planned=0.0000 actual=0.0000 delta=+0.0000 server_cached_prompt_tokens=0 server_prompt_tokens=9143
sessions 1/200 | steps 13/1000 completed=13 submitted=18 active=5 failed=0 | elapsed=67.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=18 active=5 failed=0 | elapsed=67.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=18 active=5 failed=0 | elapsed=68.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=18 active=5 failed=0 | elapsed=68.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=19 active=6 failed=0 | elapsed=69.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=19 active=6 failed=0 | elapsed=69.7s
prefix hit rate | request_id=claude:a33d7691-21d5-25c1-25ff-3bcbb8ee53d7_round_000001 planned=0.8023 actual=0.8023 delta=+0.0000 server_cached_prompt_tokens=16119 server_prompt_tokens=20092
sessions 1/200 | steps 14/1000 completed=14 submitted=19 active=5 failed=0 | elapsed=70.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=19 active=5 failed=0 | elapsed=70.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=19 active=5 failed=0 | elapsed=71.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=19 active=5 failed=0 | elapsed=71.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=19 active=5 failed=0 | elapsed=72.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=19 active=5 failed=0 | elapsed=72.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=19 active=5 failed=0 | elapsed=73.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=19 active=5 failed=0 | elapsed=73.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=19 active=5 failed=0 | elapsed=74.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=19 active=5 failed=0 | elapsed=74.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=19 active=5 failed=0 | elapsed=75.2s
prefix hit rate | request_id=claude:30a9ff45-bea5-c8eb-41eb-303d459fd246_round_000001 planned=0.9193 actual=0.9194 delta=+0.0001 server_cached_prompt_tokens=9141 server_prompt_tokens=9942
prefix hit rate | request_id=claude:00a24909-986f-18d3-c090-ab9e0603a55e_round_000002 planned=0.8840 actual=0.8840 delta=+0.0000 server_cached_prompt_tokens=19454 server_prompt_tokens=22007
sessions 1/200 | steps 16/1000 completed=16 submitted=19 active=3 failed=0 | elapsed=75.7s
sessions 1/200 | steps 16/1000 completed=16 submitted=19 active=3 failed=0 | elapsed=76.2s
sessions 1/200 | steps 16/1000 completed=16 submitted=19 active=3 failed=0 | elapsed=76.7s
sessions 1/200 | steps 16/1000 completed=16 submitted=20 active=4 failed=0 | elapsed=77.2s
sessions 1/200 | steps 16/1000 completed=16 submitted=20 active=4 failed=0 | elapsed=77.7s
sessions 1/200 | steps 16/1000 completed=16 submitted=20 active=4 failed=0 | elapsed=78.2s
prefix hit rate | request_id=claude:def37633-91b2-cb7d-6981-f76975aa437e_round_000001 planned=0.3904 actual=0.3904 delta=+0.0000 server_cached_prompt_tokens=8050 server_prompt_tokens=20620
sessions 1/200 | steps 17/1000 completed=17 submitted=21 active=4 failed=0 | elapsed=78.7s
sessions 1/200 | steps 17/1000 completed=17 submitted=21 active=4 failed=0 | elapsed=79.2s
sessions 1/200 | steps 17/1000 completed=17 submitted=21 active=4 failed=0 | elapsed=79.7s
sessions 1/200 | steps 17/1000 completed=17 submitted=22 active=5 failed=0 | elapsed=80.2s
sessions 1/200 | steps 17/1000 completed=17 submitted=22 active=5 failed=0 | elapsed=80.7s
sessions 1/200 | steps 17/1000 completed=17 submitted=22 active=5 failed=0 | elapsed=81.2s
sessions 1/200 | steps 17/1000 completed=17 submitted=22 active=5 failed=0 | elapsed=81.7s
sessions 1/200 | steps 17/1000 completed=17 submitted=22 active=5 failed=0 | elapsed=82.2s
sessions 1/200 | steps 17/1000 completed=17 submitted=22 active=5 failed=0 | elapsed=82.7s
sessions 1/200 | steps 17/1000 completed=17 submitted=22 active=5 failed=0 | elapsed=83.2s
prefix hit rate | request_id=claude:df3f75c2-40ef-c1a6-c30e-997d48fa7e4b_round_000001 planned=0.8308 actual=0.0000 delta=-0.8308 server_cached_prompt_tokens=0 server_prompt_tokens=18956
sessions 1/200 | steps 18/1000 completed=18 submitted=22 active=4 failed=0 | elapsed=83.7s
sessions 1/200 | steps 18/1000 completed=18 submitted=22 active=4 failed=0 | elapsed=84.2s
prefix hit rate | request_id=claude:a33d7691-21d5-25c1-25ff-3bcbb8ee53d7_round_000002 planned=0.9664 actual=0.9664 delta=+0.0000 server_cached_prompt_tokens=20090 server_prompt_tokens=20788
sessions 1/200 | steps 19/1000 completed=19 submitted=22 active=3 failed=0 | elapsed=84.7s
sessions 1/200 | steps 19/1000 completed=19 submitted=22 active=3 failed=0 | elapsed=85.2s
sessions 1/200 | steps 19/1000 completed=19 submitted=22 active=3 failed=0 | elapsed=85.7s
prefix hit rate | request_id=claude:def37633-91b2-cb7d-6981-f76975aa437e_round_000002 planned=0.9468 actual=0.9468 delta=+0.0000 server_cached_prompt_tokens=20368 server_prompt_tokens=21512
sessions 1/200 | steps 20/1000 completed=20 submitted=23 active=3 failed=0 | elapsed=86.2s
sessions 1/200 | steps 20/1000 completed=20 submitted=25 active=5 failed=0 | elapsed=86.7s
sessions 1/200 | steps 20/1000 completed=20 submitted=25 active=5 failed=0 | elapsed=87.2s
sessions 1/200 | steps 20/1000 completed=20 submitted=25 active=5 failed=0 | elapsed=87.7s
sessions 1/200 | steps 20/1000 completed=20 submitted=25 active=5 failed=0 | elapsed=88.2s
sessions 1/200 | steps 20/1000 completed=20 submitted=25 active=5 failed=0 | elapsed=88.7s
prefix hit rate | request_id=claude:f4ba899d-5858-714d-5ad1-91b9de2359d3_round_000002 planned=0.9594 actual=0.9594 delta=+0.0000 server_cached_prompt_tokens=20484 server_prompt_tokens=21351
sessions 1/200 | steps 21/1000 completed=21 submitted=25 active=4 failed=0 | elapsed=89.2s
sessions 1/200 | steps 21/1000 completed=21 submitted=25 active=4 failed=0 | elapsed=89.7s
sessions 1/200 | steps 21/1000 completed=21 submitted=25 active=4 failed=0 | elapsed=90.2s
sessions 1/200 | steps 21/1000 completed=21 submitted=25 active=4 failed=0 | elapsed=90.7s
sessions 1/200 | steps 21/1000 completed=21 submitted=25 active=4 failed=0 | elapsed=91.2s
sessions 1/200 | steps 21/1000 completed=21 submitted=25 active=4 failed=0 | elapsed=91.7s
sessions 1/200 | steps 21/1000 completed=21 submitted=25 active=4 failed=0 | elapsed=92.2s
sessions 1/200 | steps 21/1000 completed=21 submitted=25 active=4 failed=0 | elapsed=92.7s
prefix hit rate | request_id=claude:def37633-91b2-cb7d-6981-f76975aa437e_round_000003 planned=0.9342 actual=0.9342 delta=+0.0000 server_cached_prompt_tokens=21510 server_prompt_tokens=23026
sessions 1/200 | steps 22/1000 completed=22 submitted=26 active=4 failed=0 | elapsed=93.2s
sessions 1/200 | steps 22/1000 completed=22 submitted=26 active=4 failed=0 | elapsed=93.7s
prefix hit rate | request_id=claude:00a24909-986f-18d3-c090-ab9e0603a55e_round_000003 planned=0.9738 actual=0.9738 delta=+0.0000 server_cached_prompt_tokens=22005 server_prompt_tokens=22598
sessions 1/200 | steps 23/1000 completed=23 submitted=26 active=3 failed=0 | elapsed=94.2s
sessions 1/200 | steps 23/1000 completed=23 submitted=26 active=3 failed=0 | elapsed=94.7s
sessions 1/200 | steps 23/1000 completed=23 submitted=26 active=3 failed=0 | elapsed=95.2s
sessions 1/200 | steps 23/1000 completed=23 submitted=26 active=3 failed=0 | elapsed=95.7s
prefix hit rate | request_id=claude:30a9ff45-bea5-c8eb-41eb-303d459fd246_round_000002 planned=0.9275 actual=0.3823 delta=-0.5452 server_cached_prompt_tokens=4096 server_prompt_tokens=10714
sessions 1/200 | steps 24/1000 completed=24 submitted=28 active=4 failed=0 | elapsed=96.2s
sessions 1/200 | steps 24/1000 completed=24 submitted=29 active=5 failed=0 | elapsed=96.7s
sessions 1/200 | steps 24/1000 completed=24 submitted=29 active=5 failed=0 | elapsed=97.2s
sessions 1/200 | steps 24/1000 completed=24 submitted=29 active=5 failed=0 | elapsed=97.7s
sessions 1/200 | steps 24/1000 completed=24 submitted=29 active=5 failed=0 | elapsed=98.2s
sessions 1/200 | steps 24/1000 completed=24 submitted=29 active=5 failed=0 | elapsed=98.7s
sessions 1/200 | steps 24/1000 completed=24 submitted=29 active=5 failed=0 | elapsed=99.2s
sessions 1/200 | steps 24/1000 completed=24 submitted=29 active=5 failed=0 | elapsed=99.7s
sessions 1/200 | steps 24/1000 completed=24 submitted=29 active=5 failed=0 | elapsed=100.2s
sessions 1/200 | steps 24/1000 completed=24 submitted=29 active=5 failed=0 | elapsed=100.7s
sessions 1/200 | steps 24/1000 completed=24 submitted=29 active=5 failed=0 | elapsed=101.2s
sessions 1/200 | steps 24/1000 completed=24 submitted=30 active=6 failed=0 | elapsed=101.7s
sessions 1/200 | steps 24/1000 completed=24 submitted=30 active=6 failed=0 | elapsed=102.2s
sessions 1/200 | steps 24/1000 completed=24 submitted=30 active=6 failed=0 | elapsed=102.7s
sessions 1/200 | steps 24/1000 completed=24 submitted=30 active=6 failed=0 | elapsed=103.2s
sessions 1/200 | steps 24/1000 completed=24 submitted=30 active=6 failed=0 | elapsed=103.7s
sessions 1/200 | steps 24/1000 completed=24 submitted=30 active=6 failed=0 | elapsed=104.2s
prefix hit rate | request_id=claude:f4ba899d-5858-714d-5ad1-91b9de2359d3_round_000003 planned=0.9207 actual=0.9207 delta=+0.0000 server_cached_prompt_tokens=21349 server_prompt_tokens=23187
sessions 1/200 | steps 25/1000 completed=25 submitted=30 active=5 failed=0 | elapsed=104.7s
sessions 1/200 | steps 25/1000 completed=25 submitted=30 active=5 failed=0 | elapsed=105.2s
sessions 1/200 | steps 25/1000 completed=25 submitted=30 active=5 failed=0 | elapsed=105.7s
sessions 1/200 | steps 25/1000 completed=25 submitted=30 active=5 failed=0 | elapsed=106.2s
prefix hit rate | request_id=claude:df3f75c2-40ef-c1a6-c30e-997d48fa7e4b_round_000002 planned=0.9553 actual=0.9553 delta=+0.0000 server_cached_prompt_tokens=18955 server_prompt_tokens=19841
sessions 1/200 | steps 26/1000 completed=26 submitted=30 active=4 failed=0 | elapsed=106.7s
sessions 1/200 | steps 26/1000 completed=26 submitted=30 active=4 failed=0 | elapsed=107.3s
sessions 1/200 | steps 26/1000 completed=26 submitted=30 active=4 failed=0 | elapsed=107.8s
sessions 1/200 | steps 26/1000 completed=26 submitted=30 active=4 failed=0 | elapsed=108.3s
sessions 1/200 | steps 26/1000 completed=26 submitted=30 active=4 failed=0 | elapsed=108.8s
sessions 1/200 | steps 26/1000 completed=26 submitted=30 active=4 failed=0 | elapsed=109.3s
sessions 1/200 | steps 26/1000 completed=26 submitted=30 active=4 failed=0 | elapsed=109.8s
sessions 1/200 | steps 26/1000 completed=26 submitted=30 active=4 failed=0 | elapsed=110.3s
sessions 1/200 | steps 26/1000 completed=26 submitted=30 active=4 failed=0 | elapsed=110.8s
sessions 1/200 | steps 26/1000 completed=26 submitted=30 active=4 failed=0 | elapsed=111.3s
sessions 1/200 | steps 26/1000 completed=26 submitted=31 active=5 failed=0 | elapsed=111.8s
sessions 1/200 | steps 26/1000 completed=26 submitted=31 active=5 failed=0 | elapsed=112.3s
sessions 1/200 | steps 26/1000 completed=26 submitted=31 active=5 failed=0 | elapsed=112.8s
sessions 1/200 | steps 26/1000 completed=26 submitted=31 active=5 failed=0 | elapsed=113.3s
sessions 1/200 | steps 26/1000 completed=26 submitted=31 active=5 failed=0 | elapsed=113.8s
sessions 1/200 | steps 26/1000 completed=26 submitted=31 active=5 failed=0 | elapsed=114.3s
prefix hit rate | request_id=claude:30a9ff45-bea5-c8eb-41eb-303d459fd246_round_000003 planned=0.4562 actual=0.4562 delta=+0.0000 server_cached_prompt_tokens=10710 server_prompt_tokens=23479
sessions 1/200 | steps 27/1000 completed=27 submitted=31 active=4 failed=0 | elapsed=114.8s
sessions 1/200 | steps 27/1000 completed=27 submitted=32 active=5 failed=0 | elapsed=115.3s
sessions 1/200 | steps 27/1000 completed=27 submitted=32 active=5 failed=0 | elapsed=115.8s
